Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
21118,2021,06/16/2022,Haddam,39 THAYER RD,101380,260000,0.3899,Residential,Single Family,,,,POINT (-72.581910963 41.504335013)
210023,2021,10/26/2021,Ellington,51 HILLSIDE DR,162680,300000,0.5422,Residential,Single Family,,,,POINT (-72.463024982 41.941562994)
211171,2021,06/28/2022,Danbury,3 ROYAL PINE DR,193100,483300,0.3995,Residential,Single Family,,K08083,,POINT (-73.427980018 41.429330013)
210342,2021,04/26/2022,Glastonbury,115 DUG RD,197000,289900,0.6795,Residential,Single Family,25 - Other,PROFESSIONAL FLIP,,POINT (-72.608733975 41.657199008)
211514,2021,09-12-2022,Danbury,55 BEAR MOUNTAIN RD,220700,559000,0.3948,Residential,Single Family,,H03071,,POINT (-73.460704979 41.451463015)
21228,2021,02/24/2022,Farmington,275 TALCOTT NOTCH RD,573610,800000,0.717,Residential,Single Family,,,,POINT (-72.815639997 41.755877017)
2100351,2021,09-01-2022,Madison,7 BEECH WOODS DR,218900,400000,0.5472,Residential,Single Family,,,,POINT (-72.631035034 41.347818981)
210036,2021,11-12-2021,Avon,57 BREEZY KNOLL,437760,799000,0.5478,Residential,Single Family,,,,POINT (-72.809219962 41.789761992)
210062,2021,12-01-2021,East Hampton,122 COLCHESTER AVE,129810,215000,0.6037,Residential,Single Family,,,,POINT (-72.474250026 41.565074013)
210149,2021,11-08-2021,Hamden,162 BRAESIDE DR,165130,265000,0.6231,Residential,Single Family,,,,POINT (-72.919534022 41.386346985)
210419,2021,02/17/2022,Fairfield,205 STILLSON ROAD,384300,650000,0.5912,Residential,Single Family,,,,POINT (-73.250992025 41.18355501)
211250,2021,07-12-2022,Danbury,2-6 BEAVER BROOK RD,783200,1550000,0.5052,Commercial,,25 - Other,2 PARCELS SOLD TOGETHER / K13123 & k13124,,POINT (-73.430561979 41.399911)
21289,2021,04/22/2022,Guilford,150 SQUAW LN,319910,650000,0.4921,Residential,Single Family,,,,POINT (-72.646917986 41.317948015)
210208,2021,07-01-2022,Coventry,29 SPRING TR,76100,153000,0.4973,Residential,Single Family,,AND 43-3/9,,POINT (-72.315048013 41.759884992)
210264,2021,06/15/2022,Berlin,119 WILKS POND RD,285600,610000,0.4681,Residential,Single Family,,,,POINT (-72.743823013 41.603493011)
210720,2021,04-08-2022,Bristol,470 MIX ST,126700,280000,0.4525,Residential,Single Family,,,,POINT (-72.926121025 41.703000996)
210024,2021,01-05-2022,Goshen,59 OLD MIDDLE ST,50350,212500,0.2369,Vacant Land,,28 - Use Assessment,pa490 farmland w/barns,,POINT (-73.222534961 41.828231994)
21000083,2021,11/18/2021,Cheshire,50 BROOK LANE,170850,277000,0.616787004,Residential,Single Family,07 - Change in Property,ELDERLY - MAINTENANCE DEFERRED,,POINT (-72.895548033 41.516883015)
211048,2021,07/25/2022,New Britain,29 JONES DR,112630,270000,0.4171,Residential,Single Family,,,,POINT (-72.816323961 41.670197999)
210103,2021,10/28/2021,New Britain,95 PIERREMOUNT AVE,158690,115000,1.3799,Residential,Single Family,25 - Other,Sale price is not reflective of market value for this type of property,,POINT (-72.797853012 41.686445019)
210463,2021,06/29/2022,Branford,12 CARRIAGE HILL DR,235300,535000,0.439813084,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #210020,POINT (-72.795178011 41.302653012)
210034,2021,10-06-2021,Bristol,61-63 WOODING ST,113400,210000,0.54,Residential,Three Family,,,,POINT (-72.937711018 41.683592993)
21278,2021,06/14/2022,Bethel,56 IDLEWOOD #56,111300,320000,0.3478,Residential,Condo,,,,POINT (-73.409341012 41.380512007)
2100263,2021,08/15/2022,New Fairfield,38 LINDA LN,177600,372500,0.4767,Residential,Single Family,,,,POINT (-73.469361976 41.518566982)
210468,2021,06/30/2022,Branford,130 WATCH HILL RD,120100,260000,0.4619,Residential,Condo,,,,POINT (-72.828314022 41.304528001)
210466,2021,02/15/2022,Hamden,29 WASHINGTON AVE,1179710,2100000,0.5617,Apartments,,,,,POINT (-72.898097976 41.384341992)
210089,2021,12-07-2021,Ledyard,120-5A GALLUP HILL RD,33530,87000,0.3854,Residential,Condo,,,,POINT (-71.998484616 41.438854849)
210251,2021,05/20/2022,Bloomfield,134 THISTLE POND DRIVE,172760,357500,0.4832,Residential,Condo,,,,POINT (-72.755051277 41.833893578)
210247,2021,11/17/2021,Danbury,101-103 SOUTH ST #2,65000,178000,0.3651,Residential,Condo,,J15114-6,,POINT (-73.441261981 41.388330018)
210394,2021,02-09-2022,Fairfield,42 VICTORIA COURT,762510,1525000,0.5,Residential,Single Family,07 - Change in Property,,,POINT (-73.317160026 41.175488979)
211531,2021,05-09-2022,Bridgeport,258 GOLDEN HILL ST,294196,300000,0.9806,Vacant Land,,,,,POINT (-73.192136983 41.18012501)
210340,2021,06/30/2022,Killingly,10 KIES RD,273560,532000,0.5142,Residential,Single Family,,,,POINT (-71.859911006 41.785195992)
210890,2021,05/18/2022,Bristol,168 PARK ST,115570,275000,0.420254545,Residential,Three Family,25 - Other,,2 SALES ON SAME DAY - ALSO SEE #210889,POINT (-72.95605498 41.672833018)
210969,2021,05-12-2022,Danbury,17 CORN TASSLE RD,218800,525000,0.4167,Residential,Single Family,,J07148,,POINT (-73.436650007 41.43472402)
210054,2021,10/18/2021,New Britain,22 BRADY AVE,90160,237100,0.3802,Residential,Single Family,,,,POINT (-72.793456033 41.657812019)
21493,2021,08-02-2022,Farmington,24 POND STREET,197540,370000,0.5338,Residential,Single Family,,,,POINT (-72.899599007 41.739107008)
2100081,2021,05/27/2022,Marlborough,17 NORTH MAIN ST,286540,1030000,0.278194175,Commercial,,07 - Change in Property,GUT REHAB,,POINT (-72.461333011 41.631885996)
210497,2021,12-06-2021,Bridgeport,75 CLARKSON ST,229290,410000,0.5592,Residential,Single Family,,,,POINT (-73.229929979 41.154724993)
218298,2021,07-01-2022,Middletown,175 TROLLEY CROSSING LA,88300,172500,0.5118,Residential,Condo,,,,POINT (-72.698599256 41.599802761)
2100249,2021,02-03-2022,Naugatuck,1081 NEW HAVEN RD 5H,54710,105000,0.521,Residential,Condo,14 - Foreclosure,,,POINT (-73.030913003 41.46724002)
210390,2021,09-01-2022,Ledyard,38 SEABURY AVE,236250,396000,0.5965,Residential,Single Family,,,,POINT (-72.000932021 41.456926005)
210203,2021,06/20/2022,Clinton,11 COMMERCE ST,176200,291000,0.6054,Residential,Two Family,,,,POINT (-72.527473016 41.277897983)
210287,2021,11-09-2021,Bridgeport,2600 PARK AVE UNIT 6C,59670,65000,0.918,Residential,Condo,25 - Other,DISTRESS SALE,,POINT (-73.215320992 41.193990019)
210423,2021,01/13/2022,Bristol,17 EDGEWOOD ST,68530,145900,0.4697,Residential,Single Family,,,,POINT (-72.95497296 41.668196987)
210022,2021,10-05-2021,New Britain,324 BARBOUR RD,143430,327000,0.4386,Residential,Single Family,,,,POINT (-72.762470987 41.699814993)
210046,2021,07/18/2022,Morris,183 LOOKING GLASS HILL RD,228490,560000,0.408,Residential,Single Family,,,,POINT (-73.264249011 41.70713998)
210003,2021,10-04-2021,Essex,52 POND MEADOW RD,104500,220000,0.475,Residential,Single Family,,,,POINT (-72.453424014 41.338433009)
210843,2021,06/30/2022,Fairfield,55 BRION DRIVE,290780,590000,0.4928,Residential,Single Family,,,,POINT (-73.227849003 41.206437019)
210020,2021,10/20/2021,East Windsor,37 RYE ST,139720,300000,0.4657,Residential,Single Family,,,,POINT (-72.547887979 41.908071005)
210091,2021,03/21/2022,Canton,59 HANSON ROAD,137840,232500,0.5928,Residential,Single Family,,,,POINT (-72.920597015 41.88028202)
210952,2021,06/30/2022,Hamden,2390 STATE ST U1E,89320,198000,0.4511,Residential,Condo,,,,POINT (-72.894807995 41.346939007)
218161,2021,05/16/2022,Middletown,111 DEKOVEN DR #209,89760,162500,0.5523,Residential,Condo,,,,POINT (-72.646128998 41.558126002)
210283,2021,12-08-2021,Bristol,171 MARK ST,129780,305000,0.4255,Residential,Single Family,,,,POINT (-72.899035994 41.689602985)
210666,2021,05-11-2022,Fairfield,136 LONGDEAN ROAD,307860,635000,0.4848,Residential,Single Family,,,,POINT (-73.252189967 41.132182996)
21005,2021,10-04-2021,Darien,460 MIDDLESEX RD,814100,18600,43.7688,Residential,Single Family,06 - Portion of Property,sale of 13ft strip of land to neighbor,,POINT (-73.484889033 41.092509018)
2121101,2021,01-10-2022,Ansonia,4 ROSE HILL RD,141900,310000,0.4577,Residential,Two Family,,,,POINT (-73.083963996 41.363068009)
21056,2021,11-09-2021,Bethel,13 GREAT HILL DRIVE,303310,579669,0.5232,Residential,Condo,07 - Change in Property,,,POINT (-73.41384201 41.387144984)
210595,2021,02-02-2022,Danbury,19 SENECA RD,202100,390000,0.513,Residential,Single Family,,G11020,,POINT (-73.476840981 41.41038402)
21047,2021,04-06-2022,Canterbury,29 BINGHAM RD,156500,330000,0.4742,Residential,Single Family,,,,POINT (-72.026825963 41.708172002)
21169,2021,03/22/2022,Darien,16 LAKE DRIVE,632800,1260000,0.5022,Residential,Single Family,,,,POINT (-73.51415998 41.080851006)
2100131,2021,09/29/2022,Marlborough,361 SO MAIN ST,179130,295000,0.6072,Residential,Single Family,,,,POINT (-72.412227966 41.603157987)
210499,2021,02/28/2022,Hamden,1730 STATE ST U304,43190,87000,0.4964,Residential,Condo,14 - Foreclosure,BANK SALE,,POINT (-72.898875984 41.329211994)
211496,2021,09-07-2022,Danbury,13 PUTNAM LANE,285800,555000,0.5149,Residential,Condo,,B15004-88,,POINT (-73.522701173 41.386317588)
210381,2021,02-04-2022,Fairfield,38 BEAUMONT STREET,515620,1150000,0.448365217,Residential,Two Family,07 - Change in Property,PERMIT WORK,,POINT (-73.266564008 41.140189013)
210030,2021,11-01-2021,Clinton,125 AIRLINE RD,177900,350000,0.5082,Residential,Single Family,,,,POINT (-72.558489997 41.301552007)
21035,2021,10/21/2021,Monroe,4 WRABEL CIR,150900,307000,0.4915,Residential,Condo,,,,POINT (-73.249829036 41.338271993)
210723,2021,01-10-2022,Bridgeport,875 QUEEN ST,154260,360000,0.4285,Residential,Single Family,,,,POINT (-73.224124002 41.205704986)
210078,2021,12/27/2021,Mansfield,174 STAFFORD RD,94100,150000,0.6273,Residential,Single Family,,,,POINT (-72.25704298 41.737157)
210438,2021,01/18/2022,Bristol,506 KING ST UN 13,56280,117500,0.4789,Residential,Condo,,,,POINT (-72.923049979 41.68217402)
211563,2021,09/29/2022,Danbury,20 SOUTHERN BL,141500,378000,0.3743,Residential,Single Family,,I16238,,POINT (-73.447979993 41.380137001)
2100027,2021,03/29/2022,Canaan,102 JOHNSON RD,345400,755000,0.4574,Residential,Single Family,,,,POINT (-73.349665968 41.937614992)
210632,2021,04-12-2022,Hamden,17 BELDEN RD,106400,236000,0.4508,Residential,Single Family,,,,POINT (-72.954184978 41.350726998)
210053,2021,11-10-2021,Madison,BLAKEMAN RD MAP 24/LOT 108-1,18600,47500,0.3915,Vacant Land,,12 - Non Buildable Lot,sale to abutter,,POINT (-72.627688113 41.274109443)
210164,2021,06/22/2022,Litchfield,54 LOOKING GLASS HILL RD,293270,825000,0.3554,Residential,Single Family,,,,POINT (-73.257815984 41.710476983)
210161,2021,04/18/2022,Clinton,8 ALDEN DR,176200,356000,0.4949,Residential,Single Family,,,,POINT (-72.516964037 41.29832598)
210389,2021,01/19/2022,Hamden,2692 DIXWELL AVE,126350,260000,0.4859,Residential,Single Family,,,,POINT (-72.910509982 41.38254202)
210037,2021,10-06-2021,Bridgeport,17 CHASE ST #19,97260,295000,0.329694915,Residential,Two Family,07 - Change in Property,ASMT DOESN'T REFLECT REMODELING OF HOUSE NO PERMIT,,POINT (-73.189175992 41.200262993)
210052,2021,08/29/2022,Morris,63 KENYON RD,296220,675000,0.4388,Residential,Single Family,,,,POINT (-73.239119981 41.667028005)
210099,2021,05-04-2022,Brooklyn,116 WINDHAM RD,226400,450000,0.5031,Residential,Single Family,,,,POINT (-71.985156002 41.776263021)
2100009,2021,10-04-2021,Naugatuck,15 BALDWIN STREET,113290,200000,0.56645,Residential,Two Family,,,,POINT (-73.045035001 41.490774016)
210718,2021,03-09-2022,Danbury,9 RIVINGTON WAY,367200,682500,0.538,Residential,Condo,,B15001-2-9,,POINT (-73.536736059 41.385504798)
210002,2021,10-01-2021,New Britain,2 LINCOLN CT,97370,245000,0.3974,Residential,Two Family,,,,POINT (-72.79742302 41.664382006)
212235,2021,09/16/2022,Bridgeport,500 SUCCESS VILLAGE UNIT #28,2632021,45000,58.48933333,Commercial,,08 - Part Interest,COOP (SUCCESS VILLAGE),,POINT (-73.156522215 41.199756053)
211079,2021,07-06-2022,Bristol,137 JUDD ST,146160,238000,0.6141,Residential,Single Family,,,,POINT (-72.936999981 41.682775003)
21068,2021,08-10-2022,Barkhamsted,452 & 453 EAST RIVER RD,143150,250000,0.5726,Residential,Single Family,,"1840 ANTIQUE, 1516 SFLA, 0.53 AC, ROAD BETW 452 & 453 EAST RIVER RD, 453 ON RIVER",,POINT (-73.017472007 41.965093626)
210429,2021,09-01-2022,Killingly,39 TAOS DR,154630,300000,0.5154,Residential,Single Family,,,,POINT (-71.895631995 41.768029016)
210133,2021,12-07-2021,Branford,42 SHORT BEACH RD,147200,250000,0.5888,Residential,Single Family,07 - Change in Property,AS IS/ ESTATE SALE/BOUGHT BY DEVELOPER TO FLIP,,POINT (-72.83014597 41.271563988)
210009,2021,10-12-2021,Berlin,319 NEW BRITAIN ROAD #109,63100,134000,0.4708,Residential,Condo,,,,POINT (-72.769475995 41.640166017)
211269,2021,07/18/2022,Danbury,48 & 50 DRIFTWAY RD & HALL PAS,290900,365000,0.7969,Residential,Single Family,25 - Other,"3 PARCELS SOLD TOGETHER / D13057, D13058 & D14062",,POINT (-73.502867964 41.396441018)
210216,2021,05-02-2022,Avon,109 PINE HILL ROAD,258430,560000,0.4614,Residential,Single Family,,,,POINT (-72.824104965 41.784728994)
210340,2021,08/23/2022,Cromwell,2 EVERGREEN ROAD,265300,67044,3.9571,Residential,Single Family,08 - Part Interest,QUIT CLAIM  PARTIAL INTEREST,,POINT (-72.653618982 41.61372698)
211020,2021,07/19/2022,Hamden,23 ROBERTSON DR,143710,379900,0.3782,Residential,Single Family,,,,POINT (-72.910851041 41.404410992)
2121216,2021,05-02-2022,Ansonia,37 BERKSHIRE RD,181600,410000,0.4429,Residential,Single Family,,,,POINT (-73.068647996 41.337200995)
210335,2021,08-01-2022,Bloomfield,6 MALONE DR,98770,195000,0.5065,Residential,Single Family,,,,POINT (-72.700597035 41.823680998)
21068,2021,09-02-2022,Chester,7 MEADOW LANE,129980,249900,0.5201,Residential,Single Family,,,,POINT (-72.446873976 41.425596001)
21136,2021,07/27/2022,Haddam,419 CHAMBERLAIN HILL RD,161820,249900,0.6475,Residential,Single Family,,,,POINT (-72.622085005 41.500256002)
210548,2021,12/13/2021,Bridgeport,2675 PARK AVE UNIT #9,138530,280000,0.4947,Residential,Condo,,,,POINT (-73.217615035 41.193765007)
210044,2021,10/13/2021,New Britain,22 SCHOOL ST,82530,135000,0.6113,Residential,Two Family,,,,POINT (-72.784422018 41.663897993)
210042,2021,03/29/2022,Bolton,25 FERNWOOD DR,152100,342000,0.4447,Residential,Single Family,,,,POINT (-72.422864014 41.794046989)
210152,2021,01/27/2022,Ledyard,1754 ROUTE 12,117740,190000,0.6196,Residential,Single Family,,,,POINT (-72.079115963 41.440503007)
210018,2021,11/22/2021,Middlefield,25 VALLEY VIEW DR,229800,385000,0.5968,Residential,Single Family,,,,POINT (-72.713935996 41.531964993)
2121342,2021,09/21/2022,Ansonia,14 W ROOSEVELT DR,96200,255000,0.3772,Residential,Single Family,,,,POINT (-73.082778041 41.356417011)
218390,2021,08/30/2022,Middletown,63 MAYNARD ST,206420,372500,0.5541,Residential,Four Family,,,,POINT (-72.633185998 41.54292299)
21328,2021,07/18/2022,Bethel,1 GRETCHEN LANE,284270,620000,0.4585,Residential,Single Family,,,,POINT (-73.399307036 41.360588014)
